140308,78
370603,16
619271,26
441092,51
787495,97
803020,75
289631,76
455039,84
686994,29
822347,7
842637,75
46181,19
782336,5
590166,98
31419,46
944846,2
776957,83
479873,58
375109,73
456633,26
488183,18
785791,72
866072,26
924553,39
709443,3
955705,83
281452,81
519337,92
219731,90
526361,19
5401,26
957184,74
506528,47
195418,111
90549,46
565320,111
822268,7
487067,40
131949,66
798427,5
773657,74
267962,92
925241,96
287751,7
227532,42
401826,35
403520,54
843877,105
356564,59
571358,0
690982,17
145987,16
207928,47
349027,98
928267,40
806713,66
93560,22
406709,17
537077,83
708833,61
59221,26
379941,71
164164,84
907866,49
237845,74
952615,83
896902,29
749910,26
789477,83
678928,40
96203,68
654993,51
583563,57
30608,33
586973,17
169681,108
687126,26
258464,3
377518,61
737237,28
777366,60
120935,83
444414,16
581365,41
408777,80
903108,39
584806,98
91675,25
172512,16
704307,91
924237,3
655696,11
995908,84
480937,96
289539,49
511855,49
736357,39
146774,88
780148,30
429811,76
692156,21
272777,49
90490,46
62006,28
588444,85
807046,26
438565,26
352390,49
614439,79
359199,90
669634,53
54548,26
675436,113
904456,113
40195,11
49512,72
247400,68
367127,80
742975,81
406908,113
440405,25
680651,94
479713,49
845780,11
996887,65
526,29
234924,26
402601,40
784370,96
318145,17
987952,97
178220,46
921905,17
501045,19
730048,16
96240,81
38033,92
737361,61
439583,101
472381,51
804062,17
147743,81
723558,59
113501,35
27921,35
812128,89
177820,113
847612,98
425172,79
837782,3
979406,61
463098,58
327830,48
937384,112
440768,16
735197,57
790818,60
268311,60
265110,29
991973,68
693529,35
21355,1
621985,92
697967,59
382481,97
804895,73
426017,90
277916,7
447392,17
147072,83
77822,103
984138,53
125855,26
923002,39
171001,36
677946,35
740960,34
811893,74
528917,103
636826,19
578671,66
934815,10
864875,17
452303,69
97645,15
944578,5
618144,30
422530,26
649083,96
702697,81
5637,32
260086,65
20273,37
791310,29
945333,11
232858,60
257824,19
254757,16
721241,9
968624,72
58560,46
99724,66
19439,27
596429,22
935658,24
909154,111
450327,96
170795,81
131662,40
494963,30
27669,96
871966,97
167170,24
225051,74
923188,33
182377,0
208331,50
829551,51
683129,42
850552,11
169296,113
484599,96
199386,72
40655,83
630398,35
325205,75
739987,97
369431,39
796783,28
349663,87
470620,55
769977,19
944727,3
757327,21
844526,96
278768,96
72061,92
557601,89
92702,90
329338,31
113155,7
321251,42
106988,5
758733,99
332798,55
876685,93
657470,35
105376,81
992102,8
747342,60
504437,26
859102,103
568609,8
912172,80
965855,31
761183,25
564377,94
653321,26
97602,105
900948,13
964503,0
205235,66
632396,38
983705,96
644466,53
720018,80
509149,105
625005,89
177542,85
543563,85
369493,10
786453,23
144668,83
207551,11
661066,46
937148,21
47081,65
315954,15
437876,3
24706,8
103787,76
501378,66
706284,33
529047,104
209932,63
4425,33
907719,41
527541,55
314906,93
936980,83
701848,99
869025,44
650793,77
263837,68
520622,31
523553,78
234785,44
189002,42
201484,12
157949,26
594481,103
823887,111
652607,14
348941,0
389155,101
69379,7
922848,98
395527,10
334205,111
335800,16
666673,25
950538,20
745670,2
477631,54
339963,33
128246,33
937525,46
786435,22
82162,85
716013,47
483340,85
966756,99
641652,3
57575,5
627880,22
237900,3
503007,23
749198,62
261706,78
398346,96
661443,44
202610,3
145005,24
233447,76
833540,8
380205,96
478454,46
918709,5
478561,94
226106,23
790092,98
229132,112
668667,103
175082,67
275140,95
76112,44
883522,36
590590,66
965825,2
874898,47
94642,23
980642,102
735581,26
827476,12
397240,54
381247,2
903707,11
531252,104
589643,83
80237,22
774864,54
361107,25
986459,46
669481,30
824353,103
479764,17
178603,79
36057,2
113183,80
211469,23
661050,111
483230,24
749408,9
101171,42
690664,88
963298,22
316448,44
690836,25
56997,93
4267,112
386397,89
852842,89
656111,61
239753,40
349795,98
240297,84
576801,99
565847,85
710670,53
739136,81
174464,40
613303,65
366376,44
338170,89
24846,42
814135,98
291566,53
971314,41
861182,3
222433,7
241391,18
622668,44
728184,105
539175,26
59784,33
639175,46
260249,88
235869,9
878431,5
280107,28
931100,17
535799,37
692153,97
793615,32
759461,89
856922,10
866991,73
817738,57
961709,34
185948,98
77307,50
16143,98
944129,44
369495,26
691261,60
989314,92
761994,19
744722,39
311983,8
973500,18
216593,88
481912,46
177153,39
623295,49
654686,3
596117,44
395218,90
862900,92
285185,97
111936,2
429055,23
377392,11
362781,103
427933,58
363461,89
948879,41
563121,8
386041,30
570164,78
16633,59
973490,0
393444,107
270467,57
26719,101
154296,53
730955,23
810084,33
998537,80
20137,112
342678,49
380312,68
61095,42
295177,51
15131,17
843617,32
438684,23
791531,57
240452,65
130413,95
568944,18
943749,1
410088,101
592662,3
643409,46
387741,17
201343,57
856618,42
30714,90
235924,105
906450,51
357888,7
489799,50
417919,111
910595,26
861563,98
608809,41
384487,25
816961,87
858934,46
292283,113
663480,18
216838,61
374905,17
973100,42
662017,55
485313,23
519462,73
138374,33
385933,88
641862,98
292287,98
596659,84
700727,23
218949,97
391691,59
107469,34
123148,53
842261,60
677054,89
58204,51
145629,12
204964,99
889400,20
96873,41
165467,112
874475,58
745309,46
770625,89
633484,92
86012,79
890568,59
426207,39
884993,51
553020,8
192222,0
808295,26
822575,59
226674,22
662229,5
873851,106
986152,103
552839,42
905274,109
110585,101
153348,8
81050,8
328874,17
271980,19
99094,111
740928,21
195124,101
677897,46
280775,59
640549,33
309463,80
775477,8
11502,26
50688,79
292011,40
240134,95
751194,12
238112,16
264976,52
811394,34
775711,79
216853,99
672448,4
119330,25
485889,101
563650,29
549850,17
444721,54
271490,97
988060,69
307013,72
966207,110
519579,72
655803,59
654156,22
184061,5
51618,78
897233,27
696174,63
708470,42
115980,35
710168,75
605589,29
977897,22
351620,52
624408,85
308515,61
576728,49
598375,35
455557,10
412141,42
463468,22
892210,19
475052,103
619944,40
33833,85
748679,11
74987,17
58730,34
874551,41
222929,112
139360,8
68424,81
116024,32
410529,94
468672,97
738189,29
51630,112
763415,17
311625,113
221414,58
787717,57
934887,30
437693,7
232277,40
182333,21
102832,89
412207,41
217630,99
288677,29
45668,81
31783,3
9699,74
189711,98
376662,79
139522,42
652699,39
222920,34
918474,40
349760,24
658983,108
693422,25
360708,58
545710,83
541716,25
978486,1
167331,85
657194,9
183436,69
865918,53
517272,103
772025,77
516027,10
390120,32
463089,53
926020,33
393388,73
5856,99
344252,80
85416,46
417959,54
596990,84
664438,72
405603,26
911068,88
633581,7
698695,112
328904,67
982168,85
639154,2
91108,35
436873,25
395378,39
178172,74
915203,26
431165,74
21123,19
243060,48
109453,54
450677,5
718419,104
729191,14
73730,33
120282,80
368868,20
692987,41
232577,88
358091,78
504167,78
263066,67
928020,26
312803,53
589007,10
985699,11
559848,98
34212,31
92511,85
53628,7
731866,78
596552,32
183269,61
626849,3
52176,33
155415,9
866314,3
625331,31
663569,61
903374,80
747514,86
565526,26
619065,66
104742,33
109630,8
943544,75
221471,5
480701,26
245265,15
416873,55
839924,48
505802,11
570344,10
151504,29
427700,50
489178,104
304599,97
645141,66
568592,61
768160,9
878239,93
572404,42
829770,55
628487,104
422720,75
919479,20
466116,75
545728,46
543301,98
322437,51
117735,60
913859,24
652354,84
165117,47
921449,75
578836,42
488274,95
495310,83
227287,98
83113,46
920320,22
977,79
729043,68
42658,56
47016,9
566298,84
130998,97
710575,28
726036,98
17502,97
985134,99
42815,34
351299,24
222130,61
967980,31
558161,0
939844,85
119924,74
55281,5
866631,20
676799,51
808175,81
118027,91
523103,66
796715,2
262415,22
124081,68
337354,101
363552,88
215186,51
132428,12
892871,42
847508,20
584777,112
86741,35
846428,63
48357,24
240447,94
412621,51
379705,10
370912,21
27996,67
230875,21
217355,92
721899,65
267469,2
542436,17
195826,2
612465,46
692477,108
631439,98
871082,19
807147,44
667789,75
291732,69
497403,20
177891,17
994127,29
396246,53
248983,68
539431,5
962305,109
824798,67
113152,83
971031,77
149897,98
951401,17
135653,34
309778,65
5578,79
866967,31
48537,46
98916,81
192583,85
468042,53
756858,97
831128,12
11290,66
809510,37
907220,112
86903,51
439473,68
655159,34
251901,25
53964,17
116547,50
917302,25
542450,23
283674,67
929284,73
451196,113
759268,98
747188,113
176577,34
925633,21
351177,26
59185,63
383482,49
765779,22
898316,20
496809,53
233128,103
789896,59
440142,47
99029,61
576754,5
453869,26
968621,112
268071,94
247322,33
87069,73
546535,95
919519,96
304446,64
309126,18
273768,55
351373,88
922870,113
930248,101
748922,35
206650,29
85019,7
129281,2
281649,77
538597,89
406037,92
135429,26
180606,86
551849,97
507181,8
172292,53
200199,34
998404,11
473204,93
527851,101
660550,12
994619,10
865035,88
734501,35
306260,7
467192,62
130253,78
11218,22
362483,90
171305,4
21514,44
738361,7
640177,11
308775,33
965674,19
22668,104
59845,77
571600,110
363749,30
587682,67
607813,63
503877,8
886927,35
677682,40
752866,98
961737,68
325345,64
445061,50
280051,26
99078,9
663965,68
632666,24
664803,24
516022,7
903447,35
762644,59
19696,111
298975,7
235235,17
380540,83
148988,80
828638,55
897085,47
393590,8
764399,69
81229,3
498322,0
160209,26
794221,46
558604,28
816983,34
258611,10
304908,89
848382,10
814041,11
415179,23
9412,17
570178,10
830734,35
926870,79
948689,64
98948,51
363787,80
215236,74
530852,97
650167,112
749799,101
165551,78
815713,83
357983,40
267404,63
966662,63
367419,74
854615,111
725691,5
295556,98
29854,77
877436,49
342224,63
470958,20
838899,35
522662,25
449879,35
584460,79
682291,8
370249,104
543334,11
728024,44
864110,49
427631,50
211696,80
730726,28
210871,29
753349,35
94416,3
627387,68
100314,66
776429,25
65134,61
365758,58
566110,24
805069,5
265088,16
116099,63
461531,26
289926,20
156685,25
947980,44
377046,30
456993,93
918111,61
219445,97
172095,53
643199,26
341135,44
80695,81
448117,26
692240,69
232441,30
493834,16
795596,33
785885,42
402851,44
120962,8
49593,7
15225,50
337855,75
194806,85
834572,8
236173,98
391639,46
695363,11
848949,26
908042,34
236241,3
179055,107
212005,112
680488,57
120648,26
817732,98
176734,68
589242,49
830736,8
798708,84
724992,86
136015,42
976413,52
90103,28
817500,35
336224,107
539230,51
724778,14
760050,85
395643,34
782050,26
881782,40
869893,72
842360,11
811900,14
17497,111
834362,61
78297,14
86683,54
523283,85
368476,105
765459,26
854933,5
777925,97
379254,35
669288,7
254676,46
875489,110
809363,112
739885,99
743414,69
666142,72
612027,85
13429,29
200751,75
88518,66
791535,74
949107,10
831164,104
944989,59
670229,32
193342,91
823793,17
26470,36
973898,19
667543,61
242842,95
643105,59
753693,15
67069,41
840587,3
138752,96
247657,5
974864,90
575187,75
497293,33
923214,113
691246,106
42741,59
606459,0
809015,35
530780,72
867309,49
512356,81
681865,67
591094,89
986039,41
934066,59
410207,113
863637,53
85649,99
398541,53
688712,34
293353,61
733195,81
961710,11
65242,44
672765,49
684223,80
750831,15
927816,103
293047,7
562027,98
490866,24
356686,14
52642,30
900711,35
906541,34
384354,16
515001,11
621507,17
240389,46
307215,72
352269,63
381700,42
945068,54
638139,79
636116,84
603379,0
23974,16
89233,22
991568,0
421957,33
819736,61
643672,39
674347,81
347522,72
274149,63
793861,33
214844,27
473342,60
839266,61
857391,41
877356,16
771917,46
317535,25
169456,60
36296,42
185473,24
790377,61
311071,76
146064,11
330296,78
906037,45
396824,73
677623,73
147526,17
68666,96
246135,80
327401,112
635670,77
695014,21
72513,35
970951,81
535707,55
85631,64
882333,106
94815,32
533308,0
189866,90
656800,75
945697,34
386367,107
317008,33
487566,46
244062,53
655689,79
313587,46
426212,51
941033,52
963536,75
878130,62
560869,61
880746,49
727945,83
353396,34
181714,16
168993,61
364903,16
406405,78
605118,28
486422,1
465087,88
88845,16
754496,5
87607,83
104538,61
484843,34
172405,30
548633,68
948854,11
1343,62
952529,29
17870,104
156711,31
709679,51
903582,17
749731,79
883534,68
31272,65
442838,53
973982,36
455104,25
676727,42
516636,26
332166,97
969672,78
504947,50
858248,112
606849,27
13598,22
896164,46
260904,90
343863,55
744513,21
872477,81
312124,85
380486,85
918081,54
537843,55
215753,80
346950,83
164652,29
634029,49
542466,79
306082,34
231599,36
790203,9
450365,80
272958,6
162784,99
162653,26
753011,98
379996,41
953390,36
998736,76
842640,89
339647,90
775721,41
683400,81
413395,80
632617,3
838374,95
538146,46
492075,29
952643,61
747256,61
665985,80
877021,22
121922,110
340334,7
799306,7
130479,32
735129,95
816062,57
951954,40
255964,88
399380,6
697147,28
6065,69
297710,35
595024,33
469680,101
527150,59
862202,59
52114,66
77009,97
175599,60
274097,60
28880,57
520084,73
378014,112
436835,44
749747,60
347155,46
584876,40
739191,104
699356,42
910488,35
144740,42
906067,5
28254,63
419079,95
305086,23
645607,75
654147,44
478888,99
460232,28
991077,27
826826,61
194398,29
832676,33
397001,46
23194,88
701030,61
471919,36
922921,85
447371,4
845178,61
868922,28
178167,79
553824,61
442145,85
692350,54
552640,86
76978,85
384914,74
819918,74
185863,85
71664,46
227939,54
166818,16
326645,93
531616,73
346824,61
654781,110
360199,98
322214,63
907632,98
88984,30
745718,53
522581,33
673397,63
734163,60
274832,46
5807,35
804725,66
989826,78
597311,104
701958,22
705976,42
525843,11
443152,75
177287,63
72460,42
746724,61
369001,19
75660,75
528757,31
898985,8
244835,34
897377,34
190721,69
352620,73
611603,51
595677,76
883765,59
321873,51
79751,113
13511,49
121798,11
546747,74
457577,31
121023,60
800190,47
650183,66
115253,80
94598,85
774205,35
573910,97
623324,26
6323,75
318706,87
804788,66
674649,80
485809,17
778656,5
40863,63
289832,16
809950,54
961072,7
140802,113
712573,83
763443,10
237862,69
721377,51
592348,35
876991,71
721178,61
316995,16
828089,5
790439,47
617592,2
565209,31
448146,78
899948,68
624001,10
955702,25
767498,90
212618,11
23106,63
380674,26
899245,71
817081,74
966951,63
124696,98
27362,0
439866,25
344832,89
220797,68
234030,35
4296,74
640097,104
745406,20
826884,55
730686,112
341934,11
49631,112
749141,73
243117,112
951411,11
179012,3
807259,26
146630,74
88274,104
611735,46
179100,20
815787,47
568247,109
185956,33
587274,92
84108,113
462739,92
171168,61
790816,17
902536,92
113554,81
716230,78
195325,25
676397,72
164022,8
297266,10
664625,30
417833,97
681846,81
460074,104
332575,25
63851,9
304655,32
756126,9
386399,53
38891,50
829049,42
925602,50
